,t_split,fst,seg1,seg2,tajima1,tajima2,pi1,pi2
835,2263.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
836,2707.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
837,1298.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
838,3520.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
839,5224.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
840,2614.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
841,7151.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
842,3853.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
843,2490.0,0.09110622361837428,0.486,0.302,0.486,0.302,0.10111676767676749,0.07357676767676757
844,3335.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
845,5150.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
846,7811.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
847,6159.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
848,3994.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
849,7566.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
850,3098.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
851,3197.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
852,5331.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
853,2494.0,0.09110622361837428,0.486,0.302,0.486,0.302,0.10111676767676749,0.07357676767676757
854,5128.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
855,3597.0,0.10579482100802418,0.418,0.186,0.418,0.186,0.08879494949494948,0.048000808080808074
856,5164.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
857,5229.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
858,7255.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
859,6887.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
860,4877.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
861,3381.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
862,3973.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
863,4076.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
864,7292.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
865,1302.0,0.03360946671424536,0.416,0.266,0.416,0.266,0.07134080808080814,0.062352525252525284
866,1202.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
867,6931.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
868,3823.0,0.09916222696428845,0.418,0.195,0.418,0.195,0.0849094949494949,0.05307717171717165
869,4591.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
870,6893.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
871,5732.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
872,3649.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
873,5125.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
874,7906.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
875,7438.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
876,4095.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
877,1601.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
878,4142.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
879,5052.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
880,4909.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
881,3469.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
882,3778.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
883,3201.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
884,4873.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
885,5073.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
886,1151.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
887,6254.0,0.22307798493851416,0.381,0.135,0.381,0.135,0.07789656565656572,0.01918060606060607
888,1236.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
889,4191.0,0.19594332705671624,0.444,0.16,0.444,0.16,0.08963717171717163,0.023314747474747505
890,7993.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
891,1757.0,0.04340047970449079,0.456,0.271,0.456,0.271,0.0898759595959596,0.07514242424242422
892,3440.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
893,7486.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
894,7108.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
895,6719.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
896,1383.0,0.02627578200125058,0.445,0.292,0.445,0.292,0.08642363636363638,0.08027414141414141
897,6737.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
898,4062.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
899,1982.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
900,3661.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
901,5157.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
902,5809.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
903,7895.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
904,3788.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
905,1803.0,0.02636090611408437,0.474,0.233,0.474,0.233,0.07983393939393936,0.06379676767676767
906,7274.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
907,5316.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
908,3636.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
909,1556.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
910,4481.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
911,1997.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
912,2900.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
913,7816.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
914,7256.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
915,6590.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
916,7859.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
917,2393.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
918,2922.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
919,2342.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
920,6439.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
921,3932.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
922,1403.0,0.02627578200125058,0.445,0.292,0.445,0.292,0.08642363636363638,0.08027414141414141
923,7931.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
924,7682.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
925,6140.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
926,6296.0,0.22307798493851416,0.381,0.135,0.381,0.135,0.07789656565656572,0.01918060606060607
927,5322.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
928,6822.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
929,4812.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
930,5404.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
931,5047.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
932,5872.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
933,2364.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
934,1186.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
935,6854.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
936,3832.0,0.09916222696428845,0.418,0.195,0.418,0.195,0.0849094949494949,0.05307717171717165
937,1534.0,0.02812377125372012,0.393,0.293,0.393,0.293,0.07298828282828285,0.06977959595959604
938,2521.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
939,2071.0,0.07933083498265459,0.399,0.254,0.399,0.254,0.08842929292929293,0.07571434343434348
940,6467.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
941,6015.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
942,1251.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
943,5831.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
944,1122.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
945,5022.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
946,1351.0,0.017476252148103,0.371,0.267,0.371,0.267,0.07590868686868693,0.06605757575757579
947,6901.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
948,5688.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
949,3849.0,0.1782081090560811,0.411,0.199,0.411,0.199,0.08200282828282818,0.05572525252525247
950,6810.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
951,2333.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
952,2623.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
953,2151.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
954,4414.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
955,6081.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
956,5878.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
957,4501.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
958,6968.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
959,2444.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
960,5993.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
961,4444.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
962,5754.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
963,5737.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
964,2948.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
965,4530.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
966,7239.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
967,2882.0,0.08436590889791507,0.418,0.238,0.418,0.238,0.08571030303030298,0.06025838383838384
968,4514.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
969,7254.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
970,7490.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
971,5105.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
972,1352.0,0.017476252148103,0.371,0.267,0.371,0.267,0.07590868686868693,0.06605757575757579
973,4934.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
974,4294.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
975,7921.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
976,5097.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
977,1946.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
978,6871.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
979,6700.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
980,3387.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
981,1486.0,0.03235165761306624,0.442,0.294,0.442,0.294,0.09065111111111111,0.07987818181818182
982,6345.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
983,3076.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
984,3078.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
985,5902.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
986,4858.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
987,5280.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
988,1700.0,0.029063664569920933,0.467,0.325,0.467,0.325,0.09457373737373724,0.08977575757575768
989,3203.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
990,2603.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
991,4438.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
992,5058.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
993,7133.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
994,6735.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
995,4046.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
996,1205.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
997,7339.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
998,2757.0,0.11380925428612143,0.425,0.207,0.425,0.207,0.08152020202020195,0.05089777777777782
999,3753.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
